Date,Entity,TxnType,DocNum,Name,Memo,Account,AccountName,Debit,Credit,Class,Source
2025-11-28,"Northbridge Software, Inc.",Journal,PR-5035,ADP Payroll,Payroll taxes & benefits,6100,Payroll Taxes & Benefits,119947.16,0.0,,
2025-11-28,"Northbridge Software, Inc.",Journal,DEP-10,,Monthly depreciation,1510,Accumulated Depreciation,0.0,1907.72,,
2025-11-28,"Northbridge Software, Inc.",Journal,PR-5035,ADP Payroll,Customer Support payroll,5010,Customer Support Payroll (COGS),40550.02,0.0,,
2025-11-28,"Northbridge Software, Inc.",Journal,PR-5035,ADP Payroll,Engineering payroll,6000,Salaries & Wages - Engineering,209558.36,0.0,,
2025-11-28,"Northbridge Software, Inc.",Journal,PR-5035,ADP Payroll,G&A payroll,6020,Salaries & Wages - G&A,72116.68,0.0,,
2025-11-28,"Northbridge Software, Inc.",Journal,PR-5035,ADP Payroll,Payroll clearing to bank,1000,Chase Business Checking,0.0,546047.22,,
2025-11-30,"Northbridge Software, Inc.",Journal,JE-MANUAL-10-42,Priya Natarajan,per Sarah,6901,Misc Expense 2,7279.77,0.0,,"Manual, no attachment"
2025-11-30,"Northbridge Software, Inc.",Journal,JE-MANUAL-10-42,Priya Natarajan,per Sarah,1200,Accounts Receivable,0.0,7279.77,,"Manual, no attachment"
2025-12-03,"Northbridge Software, Inc.",Bill,BILL-5214,Slack,,2000,Accounts Payable,0.0,1085.36,,
2025-12-03,"Northbridge Software, Inc.",Bill,BILL-5214,Slack,,6400,Dues & Subscriptions,1085.36,0.0,,
2025-12-04,"Northbridge Software, Inc.",Bill,BILL-5221,Datadog,,6410,Computer & Internet Expense,1213.32,0.0,,
2025-12-04,"Northbridge Software, Inc.",Bill,BILL-5221,Datadog,,2000,Accounts Payable,0.0,1213.32,,
2025-12-06,"Northbridge Software, Inc.",Bill,BILL-5219,Slack,,2000,Accounts Payable,0.0,573.41,,
2025-12-06,"Northbridge Software, Inc.",Bill,BILL-5210,Baymark CPAs,,2000,Accounts Payable,0.0,7776.72,,
2025-12-06,"Northbridge Software, Inc.",Bill,BILL-5219,Slack,,6400,Dues & Subscriptions,573.41,0.0,,
2025-12-06,"Northbridge Software, Inc.",Bill,BILL-5210,Baymark CPAs,,6800,Professional Fees,7776.72,0.0,,
2025-12-09,"Northbridge Software, Inc.",Bill,BILL-5215,Salesforce,,6410,Computer & Internet Expense,2144.27,0.0,,
2025-12-09,"Northbridge Software, Inc.",Bill,BILL-5215,Salesforce,,2000,Accounts Payable,0.0,2144.27,,
2025-12-10,"Northbridge Software, Inc.",Bill,BILL-5211,Slack Technologies,,6410,Computer & Internet Expense,1228.8,0.0,,
2025-12-10,"Northbridge Software, Inc.",Bill,BILL-5211,Slack Technologies,,2000,Accounts Payable,0.0,1228.8,,
2025-12-16,"Northbridge Software, Inc.",Journal,JE-MANUAL-11-46,Priya Natarajan,n/a,2400,Accrued Expenses,0.0,4898.76,,"Manual, no attachment"
2025-12-16,"Northbridge Software, Inc.",Journal,JE-MANUAL-11-46,Priya Natarajan,n/a,2400,Accrued Expenses,4898.76,0.0,,"Manual, no attachment"
2025-12-16,"Northbridge Software, Inc.",Bill,BILL-5209,Marriott Hotels,,6500,Travel & Entertainment,158.45,0.0,,
2025-12-16,"Northbridge Software, Inc.",Bill,BILL-5209,Marriott Hotels,,2000,Accounts Payable,0.0,158.45,,
2025-12-17,"Northbridge Software, Inc.",Journal,JE-5023,Stripe,Payment processing fees,1010,Stripe Clearing,0.0,13738.72,,
2025-12-17,"Northbridge Software, Inc.",Invoice,INV-5023,Various Customers,Monthly subscription revenue (per Stripe summary),1200,Accounts Receivable,510205.92,0.0,,Manual re-entry
2025-12-17,"Northbridge Software, Inc.",Transfer,SWEEP-5023,Stripe,Stripe payout swept to bank,1010,Stripe Clearing,0.0,460010.37,,
2025-12-17,"Northbridge Software, Inc.",Transfer,SWEEP-5023,Stripe,Stripe payout swept to bank,1000,Chase Business Checking,460010.37,0.0,,
2025-12-17,"Northbridge Software, Inc.",Journal,JE-5023,Stripe,Payment processing fees,5020,Payment Processing Fees (COGS),13738.72,0.0,,
2025-12-17,"Northbridge Software, Inc.",Payment,PMT-5023,Stripe Collections,Customer payments collected,1200,Accounts Receivable,0.0,473749.09,,
2025-12-17,"Northbridge Software, Inc.",Invoice,INV-5023,Various Customers,Monthly subscription revenue (per Stripe summary),4000,Subscription Revenue,0.0,510205.92,,Manual re-entry
2025-12-17,"Northbridge Software, Inc.",Payment,PMT-5023,Stripe Collections,Customer payments collected,1010,Stripe Clearing,473749.09,0.0,,
2025-12-18,"Northbridge Software, Inc.",Bill,BILL-5222,Sterling & Voss LLP (Legal),,2000,Accounts Payable,0.0,10218.14,,
2025-12-18,"Northbridge Software, Inc.",Bill,BILL-5222,Sterling & Voss LLP (Legal),,6800,Professional Fees,10218.14,0.0,,
2025-12-19,"Northbridge Software, Inc.",Bill,BILL-5213,Austin Commercial Properties LLC,,6700,Rent Expense,14118.12,0.0,,
2025-12-19,"Northbridge Software, Inc.",Bill,BILL-5213,Austin Commercial Properties LLC,,2000,Accounts Payable,0.0,14118.12,,
2025-12-20,"Northbridge Software, Inc.",Bill,BILL-5212,Unknown / no receipt,,6901,Misc Expense 2,613.36,0.0,,
2025-12-20,"Northbridge Software, Inc.",Bill,BILL-5212,Unknown / no receipt,,2000,Accounts Payable,0.0,613.36,,
2025-12-23,"Northbridge Software, Inc.",Bill,BILL-5217,Zoom Video Communications,,2000,Accounts Payable,0.0,1229.63,,
2025-12-23,"Northbridge Software, Inc.",Bill,BILL-5217,Zoom Video Communications,,6400,Dues & Subscriptions,1229.63,0.0,,
2025-12-25,"Northbridge Software, Inc.",Bill,BILL-5024,Amazon Web Services,Hosting,5000,Hosting & Infrastructure (COGS),44324.8,0.0,,
2025-12-25,"Northbridge Software, Inc.",Bill,BILL-5223,United Airlines,,2000,Accounts Payable,0.0,411.02,,
2025-12-25,"Northbridge Software, Inc.",Bill,BILL-5223,United Airlines,,6500,Travel & Entertainment,411.02,0.0,,
2025-12-25,"Northbridge Software, Inc.",Journal,IC-12,Northbridge Collective,Intercompany interest,8000,Interest Expense,6117.33,0.0,,
2025-12-25,"Northbridge Software, Inc.",Journal,IC-12,Northbridge Collective,Intercompany interest,2500,Intercompany - Due to Northbridge Collective,0.0,6117.33,,
2025-12-27,"Northbridge Software, Inc.",Bill,BILL-5024,Amazon Web Services,Hosting,2000,Accounts Payable,0.0,44324.8,,
2025-12-27,"Northbridge Software, Inc.",Bill,BILL-5218,Outreach.io,,2000,Accounts Payable,0.0,3069.33,,
2025-12-27,"Northbridge Software, Inc.",Bill,BILL-5218,Outreach.io,,6300,Marketing & Advertising,3069.33,0.0,,
2025-12-28,"Northbridge Software, Inc.",Journal,PR-5036,ADP Payroll,Payroll clearing to bank,1000,Chase Business Checking,0.0,546047.22,,
2025-12-28,"Northbridge Software, Inc.",Journal,DEP-11,,Monthly depreciation,7000,Depreciation Expense,1859.49,0.0,,
2025-12-28,"Northbridge Software, Inc.",Bill,BILL-5224,GitHub,,2000,Accounts Payable,0.0,2363.32,,
2025-12-28,"Northbridge Software, Inc.",Journal,PR-5036,ADP Payroll,Engineering payroll,6000,Salaries & Wages - Engineering,209558.36,0.0,,
2025-12-28,"Northbridge Software, Inc.",Journal,PR-5036,ADP Payroll,Customer Support payroll,5010,Customer Support Payroll (COGS),40550.02,0.0,,
2025-12-28,"Northbridge Software, Inc.",Journal,PR-5036,ADP Payroll,Sales & Marketing payroll,6010,Salaries & Wages - Sales & Marketing,103875.0,0.0,,
2025-12-28,"Northbridge Software, Inc.",Journal,PR-5036,ADP Payroll,Payroll taxes & benefits,6100,Payroll Taxes & Benefits,119947.16,0.0,,
2025-12-28,"Northbridge Software, Inc.",Bill,BILL-5224,GitHub,,6410,Computer & Internet Expense,2363.32,0.0,,
2025-12-28,"Northbridge Software, Inc.",Journal,PR-5036,ADP Payroll,G&A payroll,6020,Salaries & Wages - G&A,72116.68,0.0,,
2025-12-28,"Northbridge Software, Inc.",Journal,DEP-11,,Monthly depreciation,1510,Accumulated Depreciation,0.0,1859.49,,
2025-12-29,"Northbridge Software, Inc.",Bill,BILL-5216,Unknown / no receipt,,2000,Accounts Payable,0.0,428.16,,
2025-12-29,"Northbridge Software, Inc.",Bill,BILL-5220,Figma Inc,,6400,Dues & Subscriptions,549.11,0.0,,
2025-12-29,"Northbridge Software, Inc.",Bill,BILL-5220,Figma Inc,,2000,Accounts Payable,0.0,549.11,,
2025-12-29,"Northbridge Software, Inc.",Bill,BILL-5216,Unknown / no receipt,,6901,Misc Expense 2,428.16,0.0,,
2025-12-30,"Northbridge Software, Inc.",Journal,COMM-5236,Various Reps,Commission accrual,2400,Accrued Expenses,0.0,10121.7,,
2025-12-30,"Northbridge Software, Inc.",Journal,COMM-5236,Various Reps,Commission accrual,6200,Sales Commissions,10121.7,0.0,,
